Frequenz;Kanal B;Invertieren A
(ms);(V);(mV)

0,93439999;6,90755900;-39,83886000
0,93695999;6,36158300;-59,75524000
0,93951999;5,63402200;-79,66551000
0,94207999;4,81551600;-94,14349000
0,94463999;3,81481400;-105,00810000
0,94719999;2,72347200;-115,86660000
0,94975999;1,63182500;-121,29890000
0,95231999;0,35859250;-123,10560000
0,95487999;-0,82369460;-123,10560000
0,95743999;-2,00628700;-119,48610000
0,95999999;-3,18887900;-114,05380000
0,96255999;-4,09833000;-103,19530000
0,96511999;-5,09903200;-94,14349000
0,96767999;-6,00848400;-77,85271000
0,97023999;-6,55415500;-65,18143000
0,97279999;-7,00888100;-45,27116000
0,97535999;-7,28202200;-23,54808000
0,97791999;-7,46391200;-5,45670900
0,98047999;-7,37296700;14,45967000
0,98303999;-7,10013100;34,36994000
0,98559999;-6,64510000;50,66072000
0,98815999;-6,09942900;70,57100000
0,99071999;-5,28092300;86,86178000
0,99327999;-4,37116600;101,34590000
0,99583999;-3,27982400;108,58490000
0,99839999;-2,18817700;115,82380000
1,00095999;-1,00558500;121,25610000
1,00351999;0,26764730;124,87560000
1,00607999;1,35898900;123,06280000
1,00863999;2,54127600;115,82380000
1,01119999;3,63292300;110,39150000
1,01375999;4,63362600;99,53307000
1,01631999;5,45213200;86,86178000
1,01887999;6,17969300;72,38380000
1,02143999;6,81661400;54,28022000
1,02399999;7,18039500;36,17664000
1,02655999;7,45323000;14,45967000
1,02911999;7,45323000;-1,83721400
1,03167999;7,27134000;-23,54808000
1,03423999;6,90755900;-43,46446000
1,03679999;6,36158300;-61,56194000
1,03935999;5,63402200;-77,85271000
1,04191999;4,81551600;-94,14349000
1,04447999;3,90575900;-103,19530000
1,04703999;2,72347200;-112,24710000
1,04959999;1,72277000;-119,48610000
1,05215999;0,44953760;-123,10560000
1,05471999;-0,73274940;-124,91840000
1,05727999;-1,91534200;-119,48610000
1,05983999;-3,09762900;-115,86660000
1,06239999;-4,09833000;-106,81480000
1,06495999;-5,09903200;-94,14349000
1,06751999;-5,91753900;-79,66551000
1,07007999;-6,55415500;-65,18143000
1,07263999;-7,00888100;-45,27116000
1,07519999;-7,28202200;-23,54808000
1,07775999;-7,46391200;-7,26340500
1,08031999;-7,37296700;14,45967000
1,08287999;-7,10013100;34,36994000
1,08543999;-6,73604500;50,66072000
1,08799999;-6,09942900;68,75820000
1,09055999;-5,37186800;85,04898000
1,09311999;-4,37116600;97,72027000
1,09567999;-3,37076900;106,77210000
1,09823999;-2,27912200;115,82380000
1,10079999;-1,09653000;121,25610000
1,10335999;0,08575701;123,06280000
1,10591999;1,26804400;123,06280000
1,10847999;2,45033100;119,44330000
1,11103999;3,54197800;110,39150000
1,11359999;4,63362600;101,34590000
1,11615999;5,45213200;86,86178000
1,11871999;6,17969300;72,38380000
1,12127999;6,81661400;56,08692000
1,12383999;7,18039500;37,98944000
1,12639999;7,36228500;19,88586000
1,12895999;7,45323000;-3,64391000
1,13151999;7,27134000;-21,74138000
1,13407999;6,90755900;-39,83886000
1,13663999;6,36158300;-57,94244000
1,13919999;5,72496700;-76,04602000
1,14175999;4,90646100;-92,33680000
1,14431999;3,90575900;-103,19530000
1,14687999;2,81441700;-112,24710000
1,14943999;1,72277000;-119,48610000
1,15199999;0,54048280;-123,10560000
1,15455999;-0,64180430;-123,10560000
1,15711999;-1,82439600;-123,10560000
1,15967999;-3,00668400;-115,86660000
1,16223999;-4,09833000;-106,81480000
1,16479999;-5,00778200;-94,14349000
1,16735999;-5,91753900;-79,66551000
1,16991999;-6,46321000;-65,18143000
1,17247999;-7,00888100;-45,27116000
1,17503999;-7,28202200;-27,16758000
1,17759999;-7,46391200;-5,45670900
1,18015999;-7,37296700;14,45967000
1,18271999;-7,19107600;34,36994000
1,18527999;-6,73604500;50,66072000
1,18783999;-6,09942900;65,13871000
1,19039999;-5,37186800;83,24229000
1,19295999;-4,46211100;94,10077000
1,19551999;-3,55266000;108,58490000
1,19807999;-2,37006700;115,82380000
1,20063999;-1,18747500;123,06280000
1,20319999;-0,00518815;123,06280000
1,20575999;1,26804400;123,06280000
1,20831999;2,45033100;119,44330000
1,21087999;3,54197800;112,20440000
1,21343999;4,54237500;101,34590000
1,21599999;5,36118700;92,29408000
1,21855999;6,17969300;74,19049000
1,22111999;6,81661400;56,08692000
1,22367999;7,18039500;37,98944000
1,22623999;7,36228500;18,07916000
1,22879999;7,54417600;-1,83721400
1,23135999;7,27134000;-21,74138000
1,23391999;6,99850500;-43,46446000
1,23647999;6,45252800;-57,94244000
1,23903999;5,72496700;-74,23322000
1,24159999;4,90646100;-88,71731000
1,24415999;3,99670400;-103,19530000
1,24671999;2,90536200;-112,24710000
1,24927999;1,81371500;-119,48610000
1,25183999;0,63142790;-123,10560000
1,25439999;-0,64180430;-121,29890000
1,25695999;-1,82439600;-121,29890000
1,25951999;-3,00668400;-115,86660000
1,26207999;-4,00738500;-106,81480000
1,26463999;-5,00778200;-95,95630000
1,26719999;-5,82659400;-81,47221000
1,26975999;-6,46321000;-65,18143000
1,27231999;-6,91793600;-45,27116000
1,27487999;-7,28202200;-28,98038000
1,27743999;-7,37296700;-9,07620400
1,27999999;-7,37296700;7,21457600
1,28255999;-7,19107600;30,75045000
1,28511999;-6,73604500;47,04123000
1,28767999;-6,19037400;65,13871000
1,29023999;-5,46281300;85,04898000
1,29279999;-4,55305600;95,91357000
1,29535999;-3,55266000;108,58490000
1,29791999;-2,46101300;119,44330000
1,30047999;-1,18747500;121,25610000
1,30303999;-0,00518815;123,06280000
1,30559999;1,17709900;123,06280000
1,30815999;2,35938600;117,63660000
1,31071999;3,45103300;112,20440000
1,31327999;4,45143000;101,34590000
1,31583999;5,36118700;90,48128000
1,31839999;6,08874800;74,19049000
1,32095999;6,63472400;57,89972000
1,32351999;7,08945000;39,79613000
1,32607999;7,36228500;19,88586000
1,32863999;7,45323000;3,59508000
1,33119999;7,27134000;-21,74138000
1,33375999;6,99850500;-36,21937000
1,33631999;6,54377900;-57,94244000
1,33887999;5,81591200;-74,23322000
1,34143999;4,99740600;-88,71731000
1,34399999;4,08764900;-101,38860000
1,34655999;2,99630700;-112,24710000
1,34911999;1,81371500;-119,48610000
1,35167999;0,72237310;-123,10560000
1,35423999;-0,55085910;-123,10560000
1,35679999;-1,73345100;-123,10560000
1,35935999;-2,91573800;-115,86660000
1,36191999;-3,91644000;-106,81480000
1,36447999;-4,91683700;-95,95630000
